mer_ID,budget,"loc_list
"
6305,100,"28
"
8097,100,"228
"
418,415,"461
"
1699,100,"296
"
3491,408,"396
"
5283,100,"16
"
7075,100,"371
"
2980,100,"461
"
4772,100,"184
"
6564,100,"199
"
677,100,"482
"
4261,100,"315
"
6053,178,"490
"
7845,100,"360
"
9637,100,"268
"
166,100,"76
"
1958,100,"63
"
5542,320,"441
"
7334,100,"278
"
9126,100,"262
"
1447,100,"436:500
"
8615,100,"162
"
936,100,"500
"
4520,100,"32
"
6312,100,"262
"
9896,100,"330
"
425,306,"6
"
2217,100,"340
"
7593,100,"272
"
9385,378,"262:277:33
"
3498,2344,"480:84:188
"
5290,100,"76
"
4779,100,"88
"
6571,598,"322
"
8363,100,"100
"
684,332,"114
"
2476,100,"393
"
6060,100,"437:362
"
7852,100,"82
"
173,143,"162
"
1965,100,"296
"
3757,100,"82
"
5549,100,"327
"
7341,100,"262
"
9133,100,"157
"
1454,100,"6
"
943,100,"421
"
8111,100,"360
"
9903,100,"89
"
432,100,"155
"
2224,100,"360
"
4016,100,"368
"
9392,100,"32
"
1713,100,"114
"
3505,100,"429
"
5297,100,"261
"
7089,100,"438
"
2994,100,"272
"
6067,100,"27
"
180,100,"17
"
1972,100,"210
"
5556,100,"390
"
7348,100,"245
"
3253,100,"474
"
6837,100,"379
"
950,100,"474
"
2742,100,"456
"
4534,100,"124
"
6326,100,"230
"
9910,100,"456
"
439,1272,"67:368:119
"
2231,100,"213
"
5815,100,"21
"
7607,100,"68
"
9399,100,"172
"
1720,100,"91
"
3512,100,"48
"
7096,100,"220
"
8888,100,"301
"
1209,100,"372
"
4793,100,"467
"
698,100,"239
"
2490,100,"358
"
4282,100,"454
"
6074,100,"421
"
187,100,"355
"
1979,294,"340
"
5563,100,"167
"
7355,100,"32
"
6844,100,"60:146
"
957,100,"49
"
2749,100,"378
"
4541,1113,"360
"
9917,100,"197
"
446,100,"172
"
2238,100,"213
"
7614,100,"468
"
9406,100,"214
"
3519,100,"483
"
5311,100,"155
"
8895,100,"358
"
3008,100,"76
"
4289,100,"337
"
6081,100,"133
"
7873,100,"490
"
194,100,"404
"
3778,100,"190
"
5570,290,"410:245
"
5059,100,"204
"
6851,100,"25
"
8643,100,"32
"
2756,100,"272
"
9924,100,"6
"
453,100,"197
"
2245,100,"106
"
4037,100,"289
"
7621,100,"471
"
9413,100,"63
"
1734,100,"114
"
7110,100,"24
"
8902,100,"416
"
712,100,"354
"
4296,100,"23
"
6088,100,"327
"
7880,100,"73
"
9672,100,"192
"
201,1598,"72
"
3785,100,"345
"
1482,565,"72
"
3274,100,"358
"
8139,100,"32
"
9931,100,"17
"
460,100,"216
"
5325,100,"396
"
7117,1148,"63:461
"
8909,100,"272
"
2511,100,"265
"
4303,100,"333
"
6095,100,"44
"
9679,100,"404:426:381
"
208,100,"167
"
5584,100,"6
"
7376,100,"132
"
9168,100,"278
"
1489,100,"68
"
8657,100,"227
"
978,100,"181
"
2770,100,"173
"
4562,100,"383
"
8146,100,"404
"
467,100,"9
"
4051,100,"91
"
1748,453,"287
"
3540,1050,"340
"
7124,100,"28
"
3029,100,"318
"
6613,100,"132
"
8405,100,"11
"
2518,100,"372
"
215,718,"360
"
3799,100,"474
"
5591,100,"249
"
7383,100,"410
"
9175,100,"162
"
1496,100,"423
"
5080,100,"6
"
6872,100,"358
"
4569,1405,"254
"
6361,100,"104
"
8153,100,"26
"
9945,100,"316
"
474,100,"162
"
2266,100,"40
"
7642,100,"172
"
9434,100,"358
"
1755,100,"178
"
3547,100,"355
"
1244,100,"112
"
4828,1389,"469:265:340
"
2525,100,"468
"
4317,100,"446
"
7901,1692,"65
"
9693,100,"343
"
222,100,"190
"
2014,100,"253
"
5598,100,"130
"
7390,100,"360
"
9182,100,"335
"
1503,100,"76
"
5087,100,"181
"
6879,666,"194
"
8671,388,"172
"
2784,100,"339
"
6368,100,"34
"
8160,100,"34
"
481,692,"161
"
4065,100,"123
"
5857,100,"372
"
1762,100,"410
"
3554,326,"262
"
7138,100,"348
"
8930,100,"204
"
4835,100,"88
"
2532,100,"301
"
6116,100,"372
"
229,100,"340
"
3813,100,"488
"
7397,100,"178
"
9189,968,"455:129:84
"
1510,100,"378
"
3302,1061,"347
"
5094,100,"216
"
6886,100,"162
"
8678,100,"355
"
2791,100,"108
"
4583,100,"372
"
6375,100,"283
"
488,100,"230
"
2280,100,"61
"
4072,100,"360
"
3561,100,"162
"
5353,100,"52
"
7145,100,"162
"
8937,100,"32
"
3050,100,"358
"
4842,100,"263
"
6634,100,"58
"
4331,100,"330
"
236,487,"120
"
3820,100,"356
"
5612,100,"445
"
7404,100,"60
"
1517,100,"49
"
5101,100,"178
"
6893,100,"73
"
8685,100,"155
"
1006,100,"410
"
8174,132,"441
"
9966,100,"360
"
495,100,"52
"
2287,100,"114
"
7663,100,"178
"
9455,100,"214
"
3568,100,"40
"
5360,682,"322
"
7152,100,"133
"
8944,100,"162
"
3057,100,"34
"
6641,100,"85
"
8433,100,"461
"
2546,100,"115
"
4338,100,"272
"
6130,494,"277
"
7922,100,"333
"
9714,100,"108
"
243,100,"32
"
2035,100,"115
"
3827,100,"330
"
5619,100,"300
"
1524,100,"372
"
3316,100,"340
"
5108,804,"272:360
"
6900,977,"249
"
8692,100,"102
"
6389,100,"250
"
8181,100,"199
"
9973,100,"1
"
502,916,"448
"
2294,419,"265:112
"
4086,100,"366
"
5878,100,"358
"
1783,100,"280
"
7159,100,"342
"
8951,100,"355
"
1272,100,"6
"
3064,100,"384
"
4856,100,"362
"
6648,100,"346
"
8440,100,"445
"
761,100,"172
"
2553,100,"60
"
4345,177,"272
"
7929,100,"331
"
250,100,"216
"
2042,100,"270
"
9210,100,"448
"
3323,100,"265
"
5115,100,"360
"
6907,100,"151
"
1020,100,"308
"
4604,100,"6
"
6396,100,"85
"
9980,100,"81
"
509,307,"378
"
4093,100,"442
"
5885,100,"162
"
7677,100,"360
"
9469,100,"26
"
1790,100,"457
"
5374,100,"360
"
1279,227,"355
"
3071,100,"138
"
4863,1689,"360
"
6655,100,"132
"
8447,386,"60
"
2560,100,"60
"
9728,100,"212
"
257,100,"213
"
2049,100,"437
"
7425,100,"470
"
1538,100,"14
"
6914,100,"178
"
2819,100,"244
"
4611,100,"400
"
6403,100,"33
"
9987,100,"349
"
516,100,"137
"
2308,100,"448
"
4100,100,"478
"
9476,100,"278
"
3589,312,"189
"
5381,100,"340
"
8965,100,"390
"
1286,100,"100
"
4870,100,"215
"
6662,100,"228
"
8454,100,"272
"
7943,100,"443
"
264,100,"32
"
2056,235,"341
"
3848,100,"142
"
9224,100,"24
"
1545,100,"88
"
8713,100,"397
"
1034,100,"342
"
4618,100,"330
"
6410,100,"60
"
9994,100,"88
"
523,348,"83
"
2315,100,"9
"
4107,100,"467
"
5899,100,"358
"
7691,100,"272
"
9483,1523,"360
"
12,100,"490
"
1804,100,"17
"
3596,100,"253
"
1293,100,"197
"
6669,100,"69
"
782,503,"445
"
4366,392,"215
"
6158,9208,"437:362
"
7950,100,"17
"
271,100,"178
"
9231,100,"322
"
1552,100,"330
"
3344,100,"178
"
5136,100,"211
"
6928,100,"228
"
8720,100,"235
"
2833,100,"114
"
4625,100,"189
"
6417,100,"15
"
8209,315,"490
"
530,100,"51
"
2322,100,"82
"
4114,100,"441
"
9490,100,"272
"
19,100,"32
"
5395,100,"40
"
7187,100,"6
"
1300,100,"355
"
4884,100,"114
"
8468,100,"481
"
2581,100,"6
"
4373,100,"129
"
7957,100,"186
"
278,5371,"404:410:182:188:461:254:272:17:287:65:122:441:480:294:324:327:84:360:126:133:136:238:253:25:34:322:82:88:346
"
2070,100,"470
"
3862,100,"178
"
1559,100,"167
"
3351,100,"227
"
5143,100,"125
"
6935,5029,"188
"
8727,277,"372
"
2840,100,"6
"
537,100,"84
"
4121,100,"6
"
9497,228,"76
"
26,1706,"404
"
1818,631,"442
"
5402,100,"93
"
7194,1655,"148:188:480
"
1307,100,"203
"
4891,100,"91
"
6683,100,"85
"
8475,100,"30
"
2588,100,"187
"
4380,260,"88
"
6172,100,"216
"
7964,100,"375
"
9756,100,"446
"
285,100,"245
"
3869,100,"178
"
7453,100,"6
"
3358,100,"112
"
544,329,"25
"
9504,100,"34
"
1825,100,"245
"
7201,100,"216
"
8993,100,"57
"
1314,100,"360
"
4898,100,"183
"
2595,100,"272:360:369
"
7971,1780,"340:461
"
292,5873,"192:308
"
2084,100,"262
"
3876,100,"34
"
5668,100,"228
"
7460,100,"207
"
9252,100,"91
"
1573,100,"33
"
5157,100,"349
"
8741,100,"239
"
4646,100,"228
"
6438,100,"212
"
8230,1157,"52
"
551,100,"17:308
"
9511,100,"114
"
40,100,"9
"
1832,155,"441
"
3624,100,"461
"
5416,467,"468
"
7208,100,"172
"
1321,100,"172
"
3113,100,"322
"
4905,100,"500
"
6697,3328,"254
"
8489,2365,"192:495:45:69:72:354:407:470:17:308:163:88
"
810,100,"194
"
4394,100,"80
"
6186,100,"88
"
7978,100,"105
"
9770,100,"29
"
299,2799,"52:410:249:102
"
2091,100,"6
"
3883,100,"439
"
7467,311,"461
"
9259,100,"243
"
3372,100,"405
"
6956,100,"76
"
8748,100,"33
"
2861,100,"52
"
8237,1430,"25
"
558,100,"366
"
2350,100,"278
"
4142,100,"461
"
5934,100,"490
"
7726,506,"378
"
47,852,"6:330:348
"
1839,100,"135
"
3631,1303,"438:360:272
"
5423,100,"130
"
6704,100,"138
"
2609,299,"470
"
4401,100,"178
"
306,100,"178
"
2098,100,"338
"
3890,100,"333
"
5682,100,"322
"
7474,100,"393
"
9266,100,"378
"
3379,100,"137
"
1076,100,"219:273
"
4660,100,"402
"
565,100,"39
"
5941,100,"214
"
7733,100,"92
"
9525,100,"381
"
1846,100,"6
"
3638,843,"461
"
5430,100,"102
"
7222,100,"76
"
9014,141,"152
"
1335,1826,"95
"
3127,100,"378
"
4919,100,"461
"
6711,100,"256
"
8503,100,"253
"
824,100,"75
"
9784,100,"32
"
313,100,"32
"
5689,100,"254
"
1594,100,"138
"
3386,100,"93
"
5178,100,"32
"
6970,100,"34
"
8762,100,"215
"
4667,100,"170
"
6459,1369,"91
"
572,100,"257
"
4156,100,"83
"
5948,100,"157
"
7740,100,"65
"
9532,100,"26
"
61,100,"382
"
1853,100,"6
"
3645,100,"307
"
5437,100,"360
"
7229,100,"133
"
9021,100,"207
"
1342,100,"171
"
3134,100,"272
"
4926,100,"9
"
6718,100,"172
"
8510,100,"100
"
831,100,"234
"
2623,100,"127
"
4415,728,"341
"
320,100,"355
"
2112,100,"216
"
7488,100,"88
"
1601,451,"322
"
5185,602,"195
"
2882,100,"85
"
4674,240,"441
"
8258,100,"75
"
579,161,"52
"
2371,517,"6
"
4163,100,"151
"
5955,100,"34
"
7747,100,"40
"
9539,100,"154
"
68,170,"216
"
1860,100,"114
"
5444,617,"132:102
"
9028,100,"416
"
3141,100,"305
"
6725,100,"358
"
4422,100,"48
"
327,100,"254
"
3911,100,"340
"
7495,100,"481
"
1608,124,"115
"
5192,100,"349
"
6984,100,"456
"
8776,100,"264
"
4681,100,"325
"
6473,100,"262
"
8265,100,"170
"
586,100,"396
"
5962,100,"61
"
7754,100,"448
"
75,100,"32
"
3659,100,"339
"
5451,100,"448
"
7243,100,"309
"
9035,100,"456
"
6732,100,"124
"
8524,100,"174
"
6221,100,"263:327
"
8013,100,"190
"
9805,100,"358
"
334,2229,"188
"
2126,100,"91
"
1615,100,"102
"
3407,260,"52
"
6991,100,"197
"
8783,100,"339
"
1104,100,"353
"
4688,100,"48
"
8272,100,"315
"
593,386,"81
"
5969,100,"272
"
82,100,"378
"
1874,100,"216
"
3666,100,"161
"
1363,811,"88
"
3155,100,"457
"
6739,298,"115
"
8531,100,"287
"
852,100,"348
"
2644,1433,"84
"
4436,538,"383
"
6228,100,"207
"
9812,100,"278
"
341,100,"254
"
7509,149,"333
"
3414,100,"313
"
5206,100,"378
"
6998,951,"34
"
1111,775,"287
"
4695,100,"178
"
6487,100,"44
"
600,545,"265
"
2392,100,"341
"
4184,100,"372
"
5976,100,"383
"
7768,1398,"82:50
"
89,100,"81
"
3673,100,"162
"
7257,100,"393
"
9049,100,"241
"
1370,443,"341
"
859,100,"166
"
2651,100,"88
"
6235,100,"459
"
8027,100,"136
"
9819,100,"230
"
348,1445,"161:186:366
"
2140,100,"6
"
3932,100,"94
"
5724,100,"88
"
1629,514,"216
"
7005,100,"424
"
2910,5095,"480:211
"
6494,100,"372
"
8286,100,"216
"
607,252,"330
"
7775,100,"33
"
96,100,"372
"
3680,100,"162
"
5472,100,"315
"
3169,100,"337
"
4961,100,"348
"
4450,100,"132
"
6242,100,"349
"
355,1179,"88
"
2147,100,"454
"
5731,100,"438
"
9315,100,"173
"
1636,100,"129
"
3428,100,"366
"
7012,100,"349
"
1125,558,"52
"
8293,100,"358
"
614,509,"49
"
4198,100,"368
"
5990,100,"172
"
103,100,"220
"
1895,348,"410
"
3687,100,"461
"
5479,100,"40
"
7271,100,"445
"
9063,100,"483
"
4968,100,"348
"
8552,100,"124
"
873,100,"17
"
4457,100,"349
"
6249,381,"138
"
8041,100,"95
"
9833,100,"26
"
362,319,"448
"
3946,100,"331
"
5738,100,"14
"
7530,100,"151
"
9322,100,"263
"
1643,100,"162
"
5227,100,"57
"
1132,100,"151
"
2924,100,"6
"
8300,100,"82
"
621,1219,"81:8:368
"
2413,100,"99
"
4205,100,"61
"
9581,100,"283
"
110,131,"178
"
1902,100,"341
"
3694,855,"170
"
9070,464,"272
"
1391,100,"88
"
4975,2774,"461
"
6767,100,"483
"
9840,100,"17
"
369,442,"168
"
2161,100,"6
"
3953,100,"66
"
5745,100,"64
"
9329,100,"315
"
1650,100,"112
"
5234,100,"355
"
7026,100,"333
"
4723,299,"337
"
8307,325,"216
"
628,2684,"341:441:117
"
2420,100,"350
"
4212,100,"358
"
6004,649,"360
"
7796,100,"34
"
1909,100,"372
"
5493,100,"87
"
7285,100,"233
"
9077,100,"352
"
4982,100,"76
"
6774,100,"272
"
2679,100,"6
"
6263,100,"263
"
9847,100,"57
"
376,355,"88
"
3960,100,"339
"
5752,100,"288
"
7544,100,"332
"
9336,100,"12
"
1657,1175,"340
"
5241,576,"249
"
7033,100,"34
"
8825,100,"213
"
1146,100,"164
"
6522,100,"275
"
635,251,"333:93:20:82
"
2427,100,"6
"
4219,100,"461
"
9595,100,"114
"
1916,100,"107
"
1405,100,"91
"
3197,100,"404:41
"
8573,100,"378
"
2686,100,"167
"
4478,100,"175
"
6270,100,"61
"
9854,240,"254
"
383,100,"480
"
4736,100,"88
"
6528,455,"63
"
641,100,"347
"
4225,100,"272
"
7809,100,"400
"
130,100,"322
"
9090,100,"40
"
8579,100,"250
"
900,784,"268
"
9860,100,"230
"
389,309,"88
"
2181,100,"162
"
3973,100,"224
"
7557,100,"378
"
9349,100,"145
"
1670,100,"91
"
3462,100,"115
"
7046,100,"94
"
8838,100,"453
"
1159,100,"382
"
2951,518,"91
"
8327,100,"253
"
648,100,"327
"
2440,100,"186
"
4232,100,"164
"
6024,100,"68
"
1929,100,"207
"
3721,100,"330
"
5513,100,"490
"
7305,100,"178
"
9097,100,"197
"
3210,100,"338
"
5002,100,"348
"
8586,100,"34
"
907,100,"207
"
2699,100,"6
"
4491,100,"429
"
6283,694,"287
"
396,100,"32
"
2188,100,"272
"
3980,100,"404
"
9356,100,"456
"
3469,100,"141
"
5261,100,"272
"
8845,576,"448
"
1166,100,"360
"
2958,100,"480
"
4750,100,"88
"
6542,100,"404
"
8334,100,"143
"
655,1024,"410
"
2447,100,"355
"
7823,100,"355
"
144,100,"114
"
3728,366,"84
"
5520,100,"216
"
7312,3093,"480:188
"
9104,100,"169
"
1425,100,"6
"
3217,100,"44
"
5009,100,"350
"
6801,100,"366:448:152
"
8593,100,"455
"
914,100,"34
"
4498,100,"230
"
6290,100,"216
"
403,555,"461
"
2195,100,"301
"
3987,100,"288
"
5779,100,"123
"
7571,100,"348
"
9363,100,"163
"
1684,100,"404
"
3476,100,"175:12
"
5268,100,"64
"
8852,100,"100
"
1173,100,"6
"
2965,100,"322
"
4757,100,"404
"
6549,100,"278
"
8341,100,"461
"
662,100,"239
"
2454,100,"490
"
7830,1799,"172:337
"
151,302,"339
"
1943,100,"421
"
5527,100,"120
"
9111,3766,"130:199:254:348
"
1432,100,"461
"
3224,100,"38
"
5016,100,"206
"
6808,100,"138
"
4505,231,"214
"
6297,100,"88
"
410,100,"404
"
2202,100,"146
"
3994,100,"330
"
5786,100,"88
"
9370,100,"476
"
1691,100,"262
"
5275,100,"446
"
7067,100,"6
"
1180,100,"340
"
2972,100,"34
"
4764,100,"338
"
6556,100,"159
"
669,100,"185
"
6045,1174,"157
"
7837,100,"91
"
158,100,"186
"
3742,100,"172
"
7326,100,"6
"
9118,100,"350
"
3231,100,"218
"
8607,100,"466
"
928,100,"245
"
4512,100,"313
"
6304,458,"85:429
"
8096,100,"132
"
417,100,"495
"
2209,100,"206
"
4001,1498,"349
"
7585,687,"337
"
1698,100,"211
"
5282,100,"197
"
8866,100,"88
"
1187,100,"132
"
6563,100,"337
"
676,100,"11
"
6052,100,"49
"
7844,100,"263
"
165,100,"360
"
3749,100,"495
"
7333,100,"243
"
3238,100,"107
"
5030,100,"155
"
935,100,"130
"
2727,100,"151
"
424,5366,"192:495:69:72:120:442:106:470:17:308
"
5800,100,"157
"
9384,100,"61
"
1705,100,"254
"
7081,100,"34
"
1194,100,"490
"
2986,100,"490
"
4778,100,"162
"
6570,100,"60
"
2475,100,"65
"
6059,100,"495
"
172,100,"7
"
1964,100,"104
"
3756,100,"497
"
5548,100,"216
"
7340,141,"410
"
9132,100,"135:30
"
2734,100,"383
"
4526,100,"390
"
6318,100,"115
"
8110,274,"296
"
9902,100,"341
"
431,100,"155
"
2223,100,"172
"
7599,100,"197
"
3504,100,"265
"
8880,100,"214
"
4785,100,"206
"
690,100,"471
"
6066,100,"92
"
9650,100,"308
"
179,100,"284
"
5555,100,"33
"
7347,100,"59
"
9139,100,"468
"
1460,100,"340
"
3252,100,"105
"
8628,100,"239
"
2741,100,"366
"
438,100,"482
"
4022,100,"245
"
7606,1780,"404
"
9398,100,"82
"
3511,100,"401
"
5303,100,"146
"
7095,403,"213
"
1208,100,"358
"
3000,100,"468
"
4792,100,"352
"
186,655,"360
"
1978,2421,"84:322:446
"
3770,144,"470
"
3259,100,"323
"
5051,100,"6
"
956,100,"410
"
6332,100,"202
"
8124,100,"139
"
445,100,"178
"
2237,257,"83
"
4029,100,"360
"
8894,100,"282
"
1215,100,"245
"
4799,100,"340
"
6591,100,"327
"
8383,100,"20
"
704,100,"112
"
4288,100,"410
"
6080,715,"88
"
7872,578,"455
"
9664,399,"192
"
193,100,"57
"
1985,100,"30
"
7361,100,"317
"
1474,100,"211
"
3266,100,"4
"
5058,100,"481
"
8642,145,"429
"
963,376,"360
"
2755,100,"100
"
4547,100,"322
"
6339,100,"256
"
452,543,"25
"
2244,100,"173
"
9412,100,"95
"
1733,100,"287
"
8901,100,"9
"
3014,100,"108
"
4806,100,"295
"
8390,100,"75
"
2503,266,"88
"
4295,252,"368
"
6087,100,"114
"
200,100,"88
"
9160,100,"292
"
3273,100,"119
"
6857,100,"155
"
970,100,"245
"
9930,100,"294
"
459,100,"322
"
4043,100,"164
"
1740,100,"445
"
3532,100,"60
"
7116,100,"240
"
8908,100,"240
"
1229,100,"245
"
3021,100,"21
"
6605,100,"277
"
8397,100,"17
"
4302,100,"360
"
6094,100,"114
"
7886,100,"358
"
9678,100,"445
"
207,278,"44
"
5583,100,"355
"
9167,5485,"241:265:19:255:336:248:77:371
"
1488,100,"13
"
3280,100,"199
"
5072,100,"330
"
8656,100,"56
"
977,100,"60
"
4561,100,"195
"
6353,683,"340
"
8145,100,"216
"
466,100,"448
"
7634,100,"12
"
9426,100,"215
"
1747,100,"88
"
3539,100,"494
"
5331,1141,"15
"
7123,100,"34
"
8915,100,"250
"
1236,100,"245
"
4820,490,"84
"
8404,100,"162
"
4309,100,"62
"
6101,100,"445
"
7893,100,"6
"
9685,100,"441
"
214,241,"17
"
2006,100,"124
"
3798,100,"33
"
5590,100,"30
"
1495,100,"40
"
5079,100,"185
"
6871,100,"490
"
8663,100,"173
"
984,100,"162
"
8152,100,"167
"
473,6257,"17:308
"
2265,100,"115
"
4057,100,"80
"
7641,973,"455
"
9433,100,"340
"
5338,100,"263
"
7130,100,"337
"
3035,100,"346
"
4827,143,"446
"
6619,100,"88
"
8411,100,"438
"
2524,100,"60
"
4316,100,"6
"
6108,100,"190
"
7900,100,"40
"
221,1191,"138
"
3805,100,"201
"
5597,100,"172
"
7389,100,"327
"
1502,100,"303
"
3294,733,"404:152:11:448:37:382:216
"
5086,100,"346:91
"
6878,100,"339
"
8670,100,"75
"
991,100,"368
"
4575,100,"461
"
480,100,"82:434:482:287:153:360
"
9440,146,"366
"
5345,294,"159:322:349
"
7137,100,"88
"
6626,100,"378
"
4323,100,"190
"
6115,100,"213
"
7907,100,"13
"
228,100,"461
"
3812,153,"213
"
5604,100,"86
"
9188,100,"446
"
5093,100,"198
"
998,100,"182
"
2790,100,"172
"
4582,100,"51
"
9958,100,"326
"
487,100,"253
"
2279,100,"495
"
5863,100,"213
"
7655,137,"40
"
1768,100,"51
"
3560,100,"104
"
7144,2150,"213
"
8936,100,"366
"
3049,100,"261
"
4841,100,"6
"
8425,100,"490
"
6122,294,"135
"
7914,106,"162
"
235,213,"482
"
2027,100,"240
"
3819,100,"172
"
1005,100,"33
"
4589,100,"448
"
9965,100,"6
"
494,100,"474
"
2286,100,"330
"
4078,100,"6
"
7662,100,"83
"
3567,100,"100
"
5359,100,"104:358:162
"
3056,100,"256
"
4848,100,"307
"
6640,100,"17
"
8432,100,"164
"
2545,100,"340
"
6129,100,"84
"
7921,100,"6
"
9713,100,"366
"
242,100,"461
"
2034,100,"322
"
3826,100,"461
"
5618,100,"263
"
9202,100,"99
"
3315,100,"82
"
6899,100,"483
"
8691,100,"167
"
1012,566,"172
"
2804,100,"348
"
4596,100,"272
"
6388,100,"371
"
8180,100,"271
"
9972,100,"34
"
4085,100,"360
"
5366,100,"55
"
8950,100,"293
"
3063,100,"457
"
4855,100,"167
"
8439,100,"57
"
760,100,"340
"
249,100,"17
"
2041,100,"188
"
3833,100,"265
"
7417,100,"480
"
9209,100,"483
"
1530,1373,"441
"
8698,1055,"322
"
1019,100,"34
"
6395,100,"189
"
9979,100,"131
"
508,100,"254
"
2300,100,"294
"
4092,100,"230
"
5884,100,"82
"
7676,100,"15:51
"
1789,100,"216
"
8957,100,"61
"
3070,373,"62:368
"
4862,100,"262
"
6654,100,"216
"
767,215,"215
"
7935,100,"93
"
9727,100,"164
"
256,100,"91
"
3840,100,"123
"
7424,100,"322
"
9216,100,"76
"
3329,100,"327
"
6913,100,"100
"
8705,100,"445
"
1026,100,"62
"
2818,100,"474
"
8194,100,"369
"
9986,100,"445
"
515,1064,"348
"
2307,100,"441
"
5891,100,"277
"
9475,100,"108
"
4,100,"257
"
1796,636,"277
"
8964,100,"454
"
1285,100,"82:93
"
3077,473,"40
"
8453,100,"83
"
774,100,"242
"
2566,100,"270
"
4358,100,"461
"
7942,100,"57
"
263,100,"172
"
3847,100,"498
"
5639,100,"428
"
7431,100,"436
"
9223,100,"273
"
1544,100,"88
"
5128,100,"410
"
1033,331,"189
"
4617,100,"89
"
6409,100,"162
"
9993,100,"287:360
"
522,100,"423
"
4106,100,"91
"
5898,100,"82
"
11,100,"360
"
3595,100,"88:470
"
5387,420,"272
"
7179,100,"122
"
8971,100,"162
"
1292,100,"216
"
3084,100,"155
"
4876,100,"490
"
6668,100,"476
"
8460,100,"216
"
2573,100,"28
"
6157,256,"26:347:110:453:94
"
270,239,"355
"
2062,100,"308
"
7438,100,"348
"
9230,100,"351
"
3343,100,"360
"
5135,100,"197
"
8719,100,"210
"
1040,100,"337
"
2832,100,"162
"
8208,100,"319
"
529,100,"119
"
7697,100,"245
"
9489,100,"98
"
18,100,"448
"
5394,100,"190
"
7186,100,"240
"
3091,100,"355
"
4883,100,"402
"
8467,100,"157
"
788,100,"245
"
2580,100,"333
"
4372,853,"330
"
9748,100,"270
"
277,1195,"441
"
5653,100,"162
"
7445,100,"339
"
9237,100,"162
"
1558,100,"320
"
8726,100,"249
"
2839,100,"60
"
4631,100,"338
"
8215,100,"455
"
536,1622,"6
"
2328,100,"265
"
7704,100,"378
"
25,100,"346:348
"
1817,100,"172
"
8985,100,"230
"
3098,100,"249
"
6682,100,"57
"
795,100,"6
"
2587,100,"120
"
4379,184,"372
"
6171,897,"249
"
7963,100,"82
"
9755,138,"441
"
284,137,"155
"
3868,100,"461
"
5149,100,"73
"
6941,100,"130
"
8733,100,"2
"
8222,100,"430
"
543,2877,"67
"
2335,1063,"84:446
"
5919,1232,"33
"
7711,100,"334
"
9503,100,"400
"
32,100,"360
"
1824,100,"57
"
3616,100,"307
"
7200,100,"132
"
1313,100,"33
"
4897,100,"161
"
6689,100,"439
"
8481,473,"366
"
2594,100,"31
"
4386,100,"138
"
6178,100,"188
"
7970,100,"25:337
"
9762,100,"158
"
291,100,"33
"
3875,100,"364
"
9251,100,"32
"
1572,100,"254
"
5156,100,"287
"
8740,100,"182
"
1061,12821,"88:183:495:69:17
"
550,833,"116
"
2342,100,"468
"
4134,100,"167
"
7718,2103,"138
"
9510,100,"115
"
39,100,"406:466:219
"
1831,100,"22
"
7207,100,"32
"
8999,100,"84
"
1320,100,"402
"
4904,100,"278
"
8488,100,"207
"
2601,100,"206
"
4393,100,"268
"
6185,1025,"69:120
"
7977,100,"192
"
298,100,"443
"
3882,100,"95
"
7466,100,"59
"
1579,100,"88
"
3371,100,"420
"
5163,100,"474
"
6955,100,"358
"
8747,100,"407
"
2860,100,"369
"
6444,100,"66
"
557,1645,"114
"
2349,100,"126
"
4141,100,"400
"
9517,100,"224
"
46,761,"360
"
1838,100,"277
"
3630,100,"33
"
5422,100,"360
"
9006,100,"272
"
3119,692,"339
"
4911,100,"85
"
8495,100,"6
"
6192,100,"21
"
7984,100,"29
"
9776,100,"214
"
305,586,"364
"
3889,100,"6
"
5681,100,"360
"
9265,100,"316
"
1586,430,"52
"
8754,186,"273:93:460
"
1075,100,"253
"
6451,100,"33
"
564,100,"8
"
4148,100,"80
"
7732,116,"272
"
53,100,"172
"
1845,100,"333
"
3637,100,"324
"
5429,100,"44
"
7221,100,"44
"
6710,100,"6
"
823,100,"178
"
2615,100,"327
"
4407,100,"481
"
6199,100,"167
"
7991,100,"368
"
312,100,"272
"
2104,100,"347
"
3896,100,"343
"
5688,100,"355
"
9272,148,"246:372
"
1593,100,"89
"
3385,100,"421
"
5177,100,"490
"
2874,100,"20
"
571,6516,"18:63:265:340:112:461:56
"
4155,100,"85
"
7739,100,"130
"
60,100,"335:288
"
5436,100,"21
"
4925,100,"320
"
8509,100,"397
"
2622,14996,"49:146:6
"
4414,100,"480
"
6206,229,"490
"
7998,210,"82
"
9790,100,"88
"
3903,100,"8
"
5695,100,"88
"
9279,100,"82
"
1600,100,"30
"
5184,100,"445
"
8768,100,"34
"
4673,100,"30
"
6465,100,"157
"
8257,1541,"254
"
578,658,"91
"
4162,100,"172
"
7746,100,"424
"
9538,100,"159
"
67,134,"322
"
1859,100,"155
"
3651,100,"362
"
5443,100,"340
"
7235,100,"172
"
9027,100,"132
"
1348,100,"91
"
4932,100,"104
"
6724,100,"378
"
8516,100,"227
"
2629,100,"40
"
8005,100,"216
"
326,100,"82
"
2118,371,"163
"
5702,100,"115
"
1607,100,"373
"
6983,100,"445
"
8775,100,"34
"
2888,100,"316
"
585,100,"454
"
4169,100,"335
"
5961,100,"125
"
3658,100,"82
"
5450,100,"68
"
